destination_city,hotel_name,category,estimated_price_usd,estimated_price_eur,hotel_website,hotel_type,distance_to_city_center_km
Punta Cana PUJ,Heritage Punta Inn,5,156.78,144.24,https://www.heritagepuntainn.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,7.65
Punta Cana PUJ,Grand Punta Retreat,4,217.13,199.76,https://www.grandpuntaretreat.com,"Hostal o Albergue: Económico, alojamiento compartido.",16.62
Punta Cana PUJ,Elite Punta Lodge,5,417.28,383.9,https://www.elitepuntalodge.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",3.69
Punta Cana PUJ,Ocean Punta Palace,4,318.24,292.78,https://www.oceanpuntapalace.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",6.96
Punta Cana PUJ,Luxe Punta Hotel,4,325.62,299.57,https://www.luxepuntahotel.com,"Hostal o Albergue: Económico, alojamiento compartido.",7.39
Punta Cana PUJ,Comfort Punta Suites,3,178.51,164.23,https://www.comfortpuntasuites.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",12.8
Punta Cana PUJ,Ocean Punta Resort,5,417.99,384.55,https://www.oceanpuntaresort.com,"Hostal o Albergue: Económico, alojamiento compartido.",23.41
Punta Cana PUJ,Comfort Punta Palace,3,185.47,170.63,https://www.comfortpuntapalace.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",15.67
Punta Cana PUJ,Luxe Punta Residence,5,441.52,406.2,https://www.luxepuntaresidence.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,26.51
Punta Cana PUJ,Heritage Punta Inn,3,138.63,127.54,https://www.heritagepuntainn.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,13.07
Punta Cana PUJ,Paradise Punta Residence,4,342.1,314.73,https://www.paradisepuntaresidence.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,21.67
Punta Cana PUJ,Heritage Punta Resort,5,463.25,426.19,https://www.heritagepuntaresort.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",12.54
Punta Cana PUJ,Sunset Punta Hotel,5,278.15,255.9,https://www.sunsetpuntahotel.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,25.01
Punta Cana PUJ,Grand Punta Villa,3,140.24,129.02,https://www.grandpuntavilla.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",13.57
Punta Cana PUJ,Grand Punta Lodge,4,395.35,363.72,https://www.grandpuntalodge.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",10.98
Punta Cana PUJ,Sunset Punta Retreat,5,207.61,191.0,https://www.sunsetpuntaretreat.com,"Hostal o Albergue: Económico, alojamiento compartido.",26.86
Punta Cana PUJ,Elite Punta Residence,3,225.26,207.24,https://www.elitepuntaresidence.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,3.53
Punta Cana PUJ,Heritage Punta Hotel,5,345.08,317.47,https://www.heritagepuntahotel.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",27.49
Punta Cana PUJ,Grand Punta Retreat,5,258.97,238.25,https://www.grandpuntaretreat.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",12.92
Punta Cana PUJ,Sunset Punta Haven,5,438.98,403.86,https://www.sunsetpuntahaven.com,"Hostal o Albergue: Económico, alojamiento compartido.",20.38
Punta Cana PUJ,Sunset Punta Villa,5,170.94,157.26,https://www.sunsetpuntavilla.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",3.29
Punta Cana PUJ,Heritage Punta Villa,4,243.13,223.68,https://www.heritagepuntavilla.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",0.77
Punta Cana PUJ,Comfort Punta Residence,4,318.16,292.71,https://www.comfortpuntaresidence.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",20.68
Punta Cana PUJ,Sunset Punta Lodge,4,237.15,218.18,https://www.sunsetpuntalodge.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,18.58
Punta Cana PUJ,Heritage Punta Suites,4,277.45,255.25,https://www.heritagepuntasuites.com,"Hostal o Albergue: Económico, alojamiento compartido.",5.32
Punta Cana PUJ,Comfort Punta Villa,5,404.98,372.58,https://www.comfortpuntavilla.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",18.4
Punta Cana PUJ,Paradise Punta Inn,4,378.4,348.13,https://www.paradisepuntainn.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",28.62
Punta Cana PUJ,Royal Punta Villa,4,285.49,262.65,https://www.royalpuntavilla.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,24.32
Punta Cana PUJ,Luxe Punta Hotel,4,280.31,257.89,https://www.luxepuntahotel.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",2.27
Punta Cana PUJ,Heritage Punta Residence,5,309.67,284.9,https://www.heritagepuntaresidence.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",0.17
Punta Cana PUJ,Royal Punta Inn,5,246.48,226.76,https://www.royalpuntainn.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",12.89
Punta Cana PUJ,Grand Punta Residence,3,162.38,149.39,https://www.grandpuntaresidence.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,10.94
Punta Cana PUJ,Elite Punta Inn,3,170.23,156.61,https://www.elitepuntainn.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",24.38
Punta Cana PUJ,Paradise Punta Villa,5,450.06,414.06,https://www.paradisepuntavilla.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",20.36
Punta Cana PUJ,Comfort Punta Inn,4,352.62,324.41,https://www.comfortpuntainn.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",13.14
Punta Cana PUJ,Paradise Punta Resort,5,424.65,390.68,https://www.paradisepuntaresort.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,24.54
Punta Cana PUJ,Heritage Punta Residence,5,219.38,201.83,https://www.heritagepuntaresidence.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",2.58
Punta Cana PUJ,Sunset Punta Suites,4,349.74,321.76,https://www.sunsetpuntasuites.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",29.61
Punta Cana PUJ,Luxe Punta Suites,3,154.57,142.2,https://www.luxepuntasuites.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",27.63
Punta Cana PUJ,Grand Punta Suites,5,482.12,443.55,https://www.grandpuntasuites.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",20.29
Punta Cana PUJ,Elite Punta Palace,3,263.95,242.83,https://www.elitepuntapalace.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",19.64
Punta Cana PUJ,Elite Punta Hotel,5,438.2,403.14,https://www.elitepuntahotel.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",1.51
Punta Cana PUJ,Heritage Punta Retreat,3,257.32,236.73,https://www.heritagepuntaretreat.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",21.9
Punta Cana PUJ,Ocean Punta Palace,4,308.65,283.96,https://www.oceanpuntapalace.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",16.14
Punta Cana PUJ,Elite Punta Residence,4,285.59,262.74,https://www.elitepuntaresidence.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",20.48
Punta Cana PUJ,Paradise Punta Hotel,4,296.42,272.71,https://www.paradisepuntahotel.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",13.75
Punta Cana PUJ,Comfort Punta Haven,4,292.84,269.41,https://www.comfortpuntahaven.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,3.38
Punta Cana PUJ,Ocean Punta Lodge,3,159.74,146.96,https://www.oceanpuntalodge.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",18.14
Punta Cana PUJ,Elite Punta Inn,4,161.27,148.37,https://www.elitepuntainn.com,"Hostal o Albergue: Económico, alojamiento compartido.",9.62
Punta Cana PUJ,Heritage Punta Suites,4,241.57,222.24,https://www.heritagepuntasuites.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",28.06
Punta Cana PUJ,Elite Punta Lodge,3,239.67,220.5,https://www.elitepuntalodge.com,"Hostal o Albergue: Económico, alojamiento compartido.",7.85
Punta Cana PUJ,Urban Punta Villa,4,186.08,171.19,https://www.urbanpuntavilla.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",26.88
Punta Cana PUJ,Elite Punta Palace,5,361.45,332.53,https://www.elitepuntapalace.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",26.12
Punta Cana PUJ,Comfort Punta Residence,5,499.08,459.15,https://www.comfortpuntaresidence.com,"Hostal o Albergue: Económico, alojamiento compartido.",29.68
Punta Cana PUJ,Ocean Punta Residence,4,273.98,252.06,https://www.oceanpuntaresidence.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",3.69
Punta Cana PUJ,Luxe Punta Hotel,3,266.04,244.76,https://www.luxepuntahotel.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",12.95
Punta Cana PUJ,Elite Punta Lodge,3,198.51,182.63,https://www.elitepuntalodge.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,19.14
Punta Cana PUJ,Comfort Punta Lodge,5,155.32,142.89,https://www.comfortpuntalodge.com,"Hostal o Albergue: Económico, alojamiento compartido.",6.45
Punta Cana PUJ,Sunset Punta Haven,4,302.02,277.86,https://www.sunsetpuntahaven.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",11.55
Punta Cana PUJ,Elite Punta Suites,4,120.89,111.22,https://www.elitepuntasuites.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",10.2
Punta Cana PUJ,Luxe Punta Resort,4,170.6,156.95,https://www.luxepuntaresort.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",13.86
Punta Cana PUJ,Heritage Punta Palace,3,134.82,124.03,https://www.heritagepuntapalace.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",23.73
Punta Cana PUJ,Heritage Punta Inn,4,369.26,339.72,https://www.heritagepuntainn.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",29.66
Punta Cana PUJ,Royal Punta Hotel,3,111.45,102.53,https://www.royalpuntahotel.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,11.11
Punta Cana PUJ,Comfort Punta Haven,3,265.15,243.94,https://www.comfortpuntahaven.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",25.02
Punta Cana PUJ,Ocean Punta Suites,4,345.86,318.19,https://www.oceanpuntasuites.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",2.38
Punta Cana PUJ,Ocean Punta Retreat,5,499.78,459.8,https://www.oceanpuntaretreat.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",2.57
Punta Cana PUJ,Sunset Punta Lodge,5,406.62,374.09,https://www.sunsetpuntalodge.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",12.94
Punta Cana PUJ,Comfort Punta Lodge,4,357.64,329.03,https://www.comfortpuntalodge.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,17.12
Punta Cana PUJ,Royal Punta Villa,4,171.53,157.81,https://www.royalpuntavilla.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",23.94
Punta Cana PUJ,Luxe Punta Palace,3,273.92,252.01,https://www.luxepuntapalace.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",5.56
Punta Cana PUJ,Urban Punta Residence,5,366.52,337.2,https://www.urbanpuntaresidence.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",17.45
Punta Cana PUJ,Elite Punta Inn,5,258.7,238.0,https://www.elitepuntainn.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",5.12
San Juan SJU,Grand San Suites,4,240.9,221.63,https://www.grandsansuites.com,"Hostal o Albergue: Económico, alojamiento compartido.",22.45
San Juan SJU,Heritage San Villa,5,488.68,449.59,https://www.heritagesanvilla.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",14.65
San Juan SJU,Royal San Palace,3,294.12,270.59,https://www.royalsanpalace.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,6.43
San Juan SJU,Elite San Inn,3,205.8,189.34,https://www.elitesaninn.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",20.28
San Juan SJU,Heritage San Retreat,5,203.65,187.36,https://www.heritagesanretreat.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,23.02
San Juan SJU,Elite San Lodge,5,477.42,439.23,https://www.elitesanlodge.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",14.37
San Juan SJU,Paradise San Resort,3,272.67,250.86,https://www.paradisesanresort.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",12.05
San Juan SJU,Grand San Suites,4,303.41,279.14,https://www.grandsansuites.com,"Hostal o Albergue: Económico, alojamiento compartido.",17.41
San Juan SJU,Urban San Suites,4,346.31,318.61,https://www.urbansansuites.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",17.31
San Juan SJU,Comfort San Retreat,5,156.17,143.68,https://www.comfortsanretreat.com,"Hostal o Albergue: Económico, alojamiento compartido.",14.71
San Juan SJU,Urban San Suites,3,149.18,137.25,https://www.urbansansuites.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",22.33
San Juan SJU,Heritage San Palace,3,183.83,169.12,https://www.heritagesanpalace.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",17.76
San Juan SJU,Urban San Inn,5,442.14,406.77,https://www.urbansaninn.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",14.26
San Juan SJU,Elite San Suites,5,189.72,174.54,https://www.elitesansuites.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",3.91
San Juan SJU,Comfort San Retreat,5,347.3,319.52,https://www.comfortsanretreat.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",26.84
San Juan SJU,Sunset San Inn,3,216.97,199.61,https://www.sunsetsaninn.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",27.21
San Juan SJU,Sunset San Inn,5,485.86,446.99,https://www.sunsetsaninn.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",25.71
San Juan SJU,Elite San Palace,4,267.51,246.11,https://www.elitesanpalace.com,"Hostal o Albergue: Económico, alojamiento compartido.",29.99
San Juan SJU,Royal San Retreat,5,493.28,453.82,https://www.royalsanretreat.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",6.62
San Juan SJU,Elite San Residence,5,288.85,265.74,https://www.elitesanresidence.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",2.24
San Juan SJU,Grand San Lodge,4,193.12,177.67,https://www.grandsanlodge.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",1.97
San Juan SJU,Sunset San Inn,3,218.21,200.75,https://www.sunsetsaninn.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",17.62
San Juan SJU,Grand San Suites,5,376.69,346.55,https://www.grandsansuites.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,19.98
San Juan SJU,Heritage San Palace,5,323.36,297.49,https://www.heritagesanpalace.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",21.04
San Juan SJU,Comfort San Resort,3,298.04,274.2,https://www.comfortsanresort.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",16.05
San Juan SJU,Grand San Haven,4,286.01,263.13,https://www.grandsanhaven.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",15.67
San Juan SJU,Luxe San Suites,3,174.33,160.38,https://www.luxesansuites.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",4.05
San Juan SJU,Paradise San Palace,3,266.79,245.45,https://www.paradisesanpalace.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,3.89
San Juan SJU,Sunset San Villa,4,317.26,291.88,https://www.sunsetsanvilla.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,20.31
San Juan SJU,Sunset San Resort,4,368.04,338.6,https://www.sunsetsanresort.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",12.17
San Juan SJU,Comfort San Palace,5,456.69,420.15,https://www.comfortsanpalace.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",11.71
San Juan SJU,Grand San Haven,3,101.33,93.22,https://www.grandsanhaven.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",24.39
San Juan SJU,Ocean San Hotel,3,266.54,245.22,https://www.oceansanhotel.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,2.78
San Juan SJU,Royal San Retreat,3,189.85,174.66,https://www.royalsanretreat.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",7.4
San Juan SJU,Paradise San Palace,4,239.63,220.46,https://www.paradisesanpalace.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",16.68
San Juan SJU,Grand San Residence,3,149.97,137.97,https://www.grandsanresidence.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",26.66
San Juan SJU,Heritage San Retreat,3,242.53,223.13,https://www.heritagesanretreat.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",11.17
San Juan SJU,Comfort San Resort,4,354.05,325.73,https://www.comfortsanresort.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,13.57
San Juan SJU,Grand San Villa,5,302.86,278.63,https://www.grandsanvilla.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",6.71
San Juan SJU,Luxe San Hotel,4,264.31,243.17,https://www.luxesanhotel.com,"Hostal o Albergue: Económico, alojamiento compartido.",6.24
San Juan SJU,Elite San Retreat,5,320.67,295.02,https://www.elitesanretreat.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",3.45
San Juan SJU,Grand San Retreat,3,242.21,222.83,https://www.grandsanretreat.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",28.34
San Juan SJU,Urban San Palace,3,179.61,165.24,https://www.urbansanpalace.com,"Hostal o Albergue: Económico, alojamiento compartido.",3.4
San Juan SJU,Grand San Suites,3,148.25,136.39,https://www.grandsansuites.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",13.79
San Juan SJU,Urban San Retreat,3,153.32,141.05,https://www.urbansanretreat.com,"Hostal o Albergue: Económico, alojamiento compartido.",2.58
San Juan SJU,Paradise San Inn,3,140.53,129.29,https://www.paradisesaninn.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",30.0
San Juan SJU,Elite San Retreat,3,146.8,135.06,https://www.elitesanretreat.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",24.28
San Juan SJU,Luxe San Resort,5,308.99,284.27,https://www.luxesanresort.com,"Hostal o Albergue: Económico, alojamiento compartido.",5.23
San Juan SJU,Sunset San Inn,4,377.57,347.36,https://www.sunsetsaninn.com,"Hostal o Albergue: Económico, alojamiento compartido.",17.63
San Juan SJU,Comfort San Hotel,3,115.41,106.18,https://www.comfortsanhotel.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",11.4
San Juan SJU,Urban San Suites,5,354.91,326.52,https://www.urbansansuites.com,"Hostal o Albergue: Económico, alojamiento compartido.",10.95
San Juan SJU,Grand San Retreat,4,368.94,339.42,https://www.grandsanretreat.com,"Hostal o Albergue: Económico, alojamiento compartido.",1.94
San Juan SJU,Sunset San Residence,5,324.17,298.24,https://www.sunsetsanresidence.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,27.3
San Juan SJU,Elite San Haven,4,155.06,142.66,https://www.elitesanhaven.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",19.21
San Juan SJU,Grand San Villa,4,198.82,182.91,https://www.grandsanvilla.com,"Hostal o Albergue: Económico, alojamiento compartido.",21.76
San Juan SJU,Ocean San Retreat,5,349.32,321.37,https://www.oceansanretreat.com,"Hostal o Albergue: Económico, alojamiento compartido.",29.85
San Juan SJU,Urban San Suites,4,313.76,288.66,https://www.urbansansuites.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",5.62
San Juan SJU,Royal San Hotel,3,235.52,216.68,https://www.royalsanhotel.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",13.33
San Juan SJU,Royal San Lodge,3,145.98,134.3,https://www.royalsanlodge.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,6.1
San Juan SJU,Comfort San Hotel,5,236.65,217.72,https://www.comfortsanhotel.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",2.42
San Juan SJU,Sunset San Hotel,4,396.14,364.45,https://www.sunsetsanhotel.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",1.27
San Juan SJU,Ocean San Residence,3,198.93,183.02,https://www.oceansanresidence.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",28.44
San Juan SJU,Elite San Suites,5,444.88,409.29,https://www.elitesansuites.com,"Hostal o Albergue: Económico, alojamiento compartido.",12.79
San Juan SJU,Comfort San Inn,4,392.78,361.36,https://www.comfortsaninn.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",1.55
San Juan SJU,Urban San Hotel,5,413.93,380.82,https://www.urbansanhotel.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",13.21
San Juan SJU,Ocean San Resort,5,185.28,170.46,https://www.oceansanresort.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",7.56
San Juan SJU,Comfort San Hotel,4,130.72,120.26,https://www.comfortsanhotel.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",12.57
San Juan SJU,Ocean San Inn,3,274.46,252.5,https://www.oceansaninn.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",10.65
San Juan SJU,Sunset San Haven,4,174.45,160.49,https://www.sunsetsanhaven.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",22.78
San Juan SJU,Sunset San Haven,3,107.2,98.62,https://www.sunsetsanhaven.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",0.2
San Juan SJU,Urban San Villa,3,211.17,194.28,https://www.urbansanvilla.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",3.08
San Juan SJU,Comfort San Resort,4,132.18,121.61,https://www.comfortsanresort.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",25.34
San Juan SJU,Royal San Hotel,3,232.83,214.2,https://www.royalsanhotel.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",9.18
San Juan SJU,Urban San Suites,3,259.08,238.35,https://www.urbansansuites.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",10.71
San Juan SJU,Grand San Retreat,3,222.47,204.67,https://www.grandsanretreat.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,13.0
San Juan SJU,Luxe San Hotel,5,395.94,364.26,https://www.luxesanhotel.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",26.1
San Juan SJU,Paradise San Retreat,5,338.11,311.06,https://www.paradisesanretreat.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",12.77
San Juan SJU,Urban San Haven,4,292.0,268.64,https://www.urbansanhaven.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",7.75
San Juan SJU,Luxe San Residence,4,139.19,128.05,https://www.luxesanresidence.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",17.55
San Juan SJU,Royal San Hotel,3,148.75,136.85,https://www.royalsanhotel.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",12.17
San Juan SJU,Comfort San Lodge,5,485.8,446.94,https://www.comfortsanlodge.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,8.76
San Juan SJU,Comfort San Lodge,5,220.51,202.87,https://www.comfortsanlodge.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",21.75
San Juan SJU,Luxe San Haven,5,444.28,408.74,https://www.luxesanhaven.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",26.69
San Juan SJU,Comfort San Lodge,5,300.22,276.2,https://www.comfortsanlodge.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",7.85
San Juan SJU,Ocean San Hotel,4,190.81,175.55,https://www.oceansanhotel.com,"Hostal o Albergue: Económico, alojamiento compartido.",11.35
San Juan SJU,Elite San Villa,4,347.79,319.97,https://www.elitesanvilla.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",12.45
San Juan SJU,Urban San Residence,3,282.58,259.97,https://www.urbansanresidence.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",23.01
San Juan SJU,Luxe San Residence,4,301.13,277.04,https://www.luxesanresidence.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",14.19
San Juan SJU,Comfort San Hotel,5,298.01,274.17,https://www.comfortsanhotel.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",10.75
San Juan SJU,Heritage San Haven,3,210.05,193.25,https://www.heritagesanhaven.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",23.16
San Juan SJU,Grand San Residence,3,93.46,85.98,https://www.grandsanresidence.com,"Hostal o Albergue: Económico, alojamiento compartido.",19.91
San Juan SJU,Luxe San Residence,3,252.74,232.52,https://www.luxesanresidence.com,"Business Hotel: Ubicado en zonas comerciales, diseñado para negocios.",2.44
San Juan SJU,Ocean San Suites,3,120.8,111.14,https://www.oceansansuites.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",20.08
San Juan SJU,Ocean San Palace,5,473.98,436.06,https://www.oceansanpalace.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",17.15
San Juan SJU,Ocean San Inn,3,227.96,209.72,https://www.oceansaninn.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",17.45
San Juan SJU,Comfort San Suites,3,184.61,169.84,https://www.comfortsansuites.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,6.17
San Juan SJU,Heritage San Haven,5,396.51,364.79,https://www.heritagesanhaven.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,10.34
San Juan SJU,Royal San Inn,4,163.44,150.36,https://www.royalsaninn.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,10.21
San Juan SJU,Comfort San Resort,4,364.02,334.9,https://www.comfortsanresort.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,7.87
San Juan SJU,Luxe San Inn,3,271.26,249.56,https://www.luxesaninn.com,"Hostal o Albergue: Económico, alojamiento compartido.",19.26
Toronto YYZ,Paradise Toronto Villa,4,150.85,138.78,https://www.paradisetorontovilla.com,"Hostal o Albergue: Económico, alojamiento compartido.",16.35
Toronto YYZ,Urban Toronto Residence,5,332.71,306.09,https://www.urbantorontoresidence.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",29.89
Toronto YYZ,Elite Toronto Haven,3,203.09,186.84,https://www.elitetorontohaven.com,Eco-Lodge: Enfocado en sostenibilidad y naturaleza.,11.02
Toronto YYZ,Urban Toronto Hotel,5,275.15,253.14,https://www.urbantorontohotel.com,"Airport Hotel: Cerca de aeropuertos, ideal para estancias cortas.",1.89
Toronto YYZ,Comfort Toronto Haven,4,250.19,230.17,https://www.comforttorontohaven.com,"Resort: Ubicado en destinos turísticos, con actividades recreativas.",16.59
Toronto YYZ,Heritage Toronto Inn,5,425.31,391.29,https://www.heritagetorontoinn.com,"Boutique Hotel: Pequeño, diseño único y atención personalizada.",26.7
